Customer	Fleet	Vehicle Name	VIN	Vehicle Type	Vehicle Group	Axle	Tyre position	Sensor ID	Sensor Type	Tyre Brand	Tyre Size	Tyre Model	Retread	DOT	Mounted On	Odometer	Last Seen	Last Measured	Temperature	Temperature Unit	Battery	Signal	Gateway	Firmware	Hub	Trailer	Driver	Depot	Region	Country	Notes	Ticket	Created	Updated	Source	Status	Severity	Cold inflation pressure	Pressure deviation	Compensated Pressure	Pressure Unit	Pressure (non-compensated)
The Allen Company	Haul Division	DT 874		Truck		4	4RI	C100152	Gen2		11R24.5							2026-09-08 06:14	72	F	92%														ContiConnect	Sensor loose/flipped	None	110.0			psi	
The Allen Company	Haul Division	DT 874		Truck		4	4LI	C100153	Gen2		11R24.5							2026-09-08 06:14	73	F	93%														ContiConnect	No alerts	None	110.0		115.0	psi	113.0
The Allen Company	Haul Division	DT 874		Truck		2	2RI	C100154	Gen2		11R24.5							2026-09-08 06:14	74	F	94%														ContiConnect	No alerts	None	110.0			psi	
The Allen Company	Haul Division	DT 874		Truck		3	3LO	C100155	Gen2		11R24.5							2026-09-08 06:14	75	F	95%														ContiConnect	No alerts	None	110.0			psi	
The Allen Company	Haul Division	DT 874		Truck		2	2LO	C100156	Gen2		11R24.5							2026-09-08 06:14	76	F	96%														ContiConnect	No alerts	None	110.0			psi	
The Allen Company	Haul Division	DT 874		Truck		3	3LI	C100157	Gen2		11R24.5							2026-09-08 06:14	77	F	97%														ContiConnect	No alerts	None	110.0		116.0	psi	114.0
The Allen Company	Haul Division	DT 874		Truck		1	1L	C100158	Gen2		11R24.5							2026-09-08 06:14	78	F	98%														ContiConnect	No alerts	None	110.0		108.0	psi	106.0
The Allen Company	Haul Division	DT 874		Truck		4	4LO	C100159	Gen2		11R24.5							2026-09-08 06:14	79	F	99%														ContiConnect	No alerts	None	110.0		111.0	psi	109.0
The Allen Company	Haul Division	DT 874		Truck		2	2LI	C100160	Gen2		11R24.5							2026-09-08 06:14	80	F	60%														ContiConnect	No alerts	None	110.0			psi	
The Allen Company	Haul Division	DT 874		Truck		1	1R	C100161	Gen2		11R24.5							2026-09-08 06:14	81	F	61%														ContiConnect	Low pressure	Medium	110.0		100.0	psi	98.0
The Allen Company	Haul Division	DT 873		Truck		4	4RI	C100162	Gen2		11R24.5							2026-09-08 06:14	82	F	62%														ContiConnect	No current reading	None	110.0			psi	
The Allen Company	Haul Division	DT 873		Truck		4	4LI	C100163	Gen2		11R24.5							2026-09-08 06:14	83	F	63%														ContiConnect	No current reading	None	110.0			psi	
The Allen Company	Haul Division	DT 873		Truck		2	2LO	C100164	Gen2		11R24.5							2026-09-08 06:14	84	F	64%														ContiConnect	No alerts	None	110.0			psi	
The Allen Company	Haul Division	DT 873		Truck		2	2RI	C100165	Gen2		11R24.5							2026-09-08 06:14	85	F	65%														ContiConnect	No alerts	None	110.0			psi	
The Allen Company	Haul Division	DT 873		Truck		2	2RO	C100166	Gen2		11R24.5							2026-09-08 06:14	86	F	66%														ContiConnect	No alerts	None	110.0			psi	
The Allen Company	Haul Division	DT 873		Truck		2	2LI	C100167	Gen2		11R24.5							2026-09-08 06:14	87	F	67%														ContiConnect	No alerts	None	110.0			psi	
The Allen Company	Haul Division	DT 873		Truck		1	1R	C100168	Gen2		11R24.5							2026-09-08 06:14	88	F	68%														ContiConnect	No alerts	None	110.0		123.0	psi	121.0
The Allen Company	Haul Division	DT 873		Truck		3	3RI	C100169	Gen2		11R24.5							2026-09-08 06:14	89	F	69%														ContiConnect	No current reading	None	110.0			psi	
The Allen Company	Haul Division	DT 873		Truck		4	4LO	C100170	Gen2		11R24.5							2026-09-08 06:14	90	F	70%														ContiConnect	No alerts	None	110.0		110.0	psi	108.0
The Allen Company	Haul Division	DT 873		Truck		3	3LO	C100171	Gen2		11R24.5							2026-09-08 06:14	91	F	71%														ContiConnect	No current reading	None	110.0			psi	
The Allen Company	Haul Division	DT 873		Truck		4	4RO	C100172	Gen2		11R24.5							2026-09-08 06:14	92	F	72%														ContiConnect	Multiple alerts	None	110.0			psi	
The Allen Company	Haul Division	DT 873		Truck		3	3LI	C100173	Gen2		11R24.5							2026-09-08 06:14	93	F	73%														ContiConnect	No current reading	None	110.0			psi	
The Allen Company	Haul Division	DT 873		Truck		3	3RO	C100174	Gen2		11R24.5							2026-09-08 06:14	94	F	74%														ContiConnect	No alerts	None	110.0			psi	
The Allen Company	Haul Division	DT 873		Truck		1	1L	C100175	Gen2		11R24.5							2026-09-08 06:14	95	F	75%														ContiConnect	No alerts	None	110.0		123.0	psi	121.0
The Allen Company	Haul Division	DT 888		Truck		1	1L	C100176	Gen2		11R24.5							2026-09-08 06:14	96	F	76%														ContiConnect	Multiple alerts	None	110.0			psi	
The Allen Company	Haul Division	DT 888		Truck		4	4RI	C100177	Gen2		11R24.5							2026-09-08 06:14	97	F	77%														ContiConnect	Low pressure	Medium	110.0		98.0	psi	96.0
The Allen Company	Haul Division	DT 888		Truck		2	2R	C100178	Gen2		11R24.5							2026-09-08 06:14	98	F	78%														ContiConnect	No alerts	None	110.0			psi	
The Allen Company	Haul Division	DT 888		Truck		3	3RI	C100179	Gen2		11R24.5							2026-09-08 06:14	99	F	79%														ContiConnect	Low pressure	Medium	110.0		104.0	psi	102.0
The Allen Company	Haul Division	DT 888		Truck		3	3LO	C100180	Gen2		11R24.5							2026-09-08 06:14	70	F	80%														ContiConnect	Low pressure	Medium	110.0		103.0	psi	101.0
The Allen Company	Haul Division	DT 888		Truck		4	4LO	C100181	Gen2		11R24.5							2026-09-08 06:14	71	F	81%														ContiConnect	Very low pressure	High	110.0		93.0	psi	91.0
The Allen Company	Haul Division	DT 888		Truck		2	2L	C100182	Gen2		11R24.5							2026-09-08 06:14	72	F	82%														ContiConnect	No alerts	None	110.0			psi	
The Allen Company	Haul Division	DT 888		Truck		4	4LI	C100183	Gen2		11R24.5							2026-09-08 06:14	73	F	83%														ContiConnect	Very low pressure	High	110.0		81.0	psi	79.0
The Allen Company	Haul Division	DT 888		Truck		1	1R	C100184	Gen2		11R24.5							2026-09-08 06:14	74	F	84%														ContiConnect	Low pressure	Medium	110.0		102.0	psi	100.0
The Allen Company	Haul Division	DT 888		Truck		3	3LI	C100185	Gen2		11R24.5							2026-09-08 06:14	75	F	85%														ContiConnect	No current reading	None	110.0			psi	
The Allen Company	Haul Division	DT 888		Truck		4	4RO	C100186	Gen2		11R24.5							2026-09-08 06:14	76	F	86%														ContiConnect	Multiple alerts	None	110.0			psi	
The Allen Company	Haul Division	DT 888		Truck		3	3RO	C100187	Gen2		11R24.5							2026-09-08 06:14	77	F	87%														ContiConnect	No alerts	None	110.0			psi	
The Allen Company	Haul Division	DT 886		Truck		3	3LO	C100188	Gen2		11R24.5							2026-09-08 06:14	78	F	88%														ContiConnect	No alerts	None	110.0		115.0	psi	113.0
The Allen Company	Haul Division	DT 886		Truck		3	3RO	C100189	Gen2		11R24.5							2026-09-08 06:14	79	F	89%														ContiConnect	No alerts	None	110.0			psi	
The Allen Company	Haul Division	DT 886		Truck		4	4LI	C100190	Gen2		11R24.5							2026-09-08 06:14	80	F	90%														ContiConnect	No alerts	None	110.0		113.0	psi	111.0
The Allen Company	Haul Division	DT 886		Truck		3	3LI	C100191	Gen2		11R24.5							2026-09-08 06:14	81	F	91%														ContiConnect	No alerts	None	110.0		115.0	psi	113.0
The Allen Company	Haul Division	DT 886		Truck		1	1L	C100192	Gen2		11R24.5							2026-09-08 06:14	82	F	92%														ContiConnect	Multiple alerts	None	110.0			psi	
The Allen Company	Haul Division	DT 886		Truck		3	3RI	C100193	Gen2		11R24.5							2026-09-08 06:14	83	F	93%														ContiConnect	No alerts	None	110.0			psi	
The Allen Company	Haul Division	DT 886		Truck		4	4LO	C100194	Gen2		11R24.5							2026-09-08 06:14	84	F	94%														ContiConnect	No alerts	None	110.0			psi	
The Allen Company	Haul Division	DT 886		Truck		4	4RO	C100195	Gen2		11R24.5							2026-09-08 06:14	85	F	95%														ContiConnect	No alerts	None	110.0		104.0	psi	102.0
The Allen Company	Haul Division	DT 886		Truck		4	4RI	C100196	Gen2		11R24.5							2026-09-08 06:14	86	F	96%														ContiConnect	Low pressure	Medium	110.0		102.0	psi	100.0
The Allen Company	Haul Division	DT 886		Truck		1	1R	C100197	Gen2		11R24.5							2026-09-08 06:14	87	F	97%														ContiConnect	No alerts	None	110.0		108.0	psi	106.0
The Allen Company	Haul Division	DT 886		Truck		2	2L	C100198	Gen2		11R24.5							2026-09-08 06:14	88	F	98%														ContiConnect	No alerts	None	110.0			psi	
The Allen Company	Haul Division	DT 886		Truck		2	2R	C100199	Gen2		11R24.5							2026-09-08 06:14	89	F	99%														ContiConnect	No alerts	None	110.0			psi	
The Allen Company	Haul Division	DT 808		Truck		2	2RO	C100200	Gen2		11R24.5							2026-09-08 06:14	90	F	60%														ContiConnect	No alerts	None	110.0			psi	
The Allen Company	Haul Division	DT 808		Truck		1	1L	C100201	Gen2		11R24.5							2026-09-08 06:14	91	F	61%														ContiConnect	No alerts	None	110.0		112.0	psi	110.0
The Allen Company	Haul Division	DT 808		Truck		2	2LO	C100202	Gen2		11R24.5							2026-09-08 06:14	92	F	62%														ContiConnect	No alerts	None	110.0			psi	
The Allen Company	Haul Division	DT 808		Truck		4	4LO	C100203	Gen2		11R24.5							2026-09-08 06:14	93	F	63%														ContiConnect	No alerts	None	110.0			psi	
The Allen Company	Haul Division	DT 808		Truck		2	2RI	C100204	Gen2		11R24.5							2026-09-08 06:14	94	F	64%														ContiConnect	No alerts	None	110.0			psi	
The Allen Company	Haul Division	DT 808		Truck		2	2LI	C100205	Gen2		11R24.5							2026-09-08 06:14	95	F	65%														ContiConnect	No alerts	None	110.0			psi	
The Allen Company	Haul Division	DT 808		Truck		4	4RI	C100206	Gen2		11R24.5							2026-09-08 06:14	96	F	66%														ContiConnect	No alerts	None	110.0		111.0	psi	109.0
The Allen Company	Haul Division	DT 808		Truck		3	3LO	C100207	Gen2		11R24.5							2026-09-08 06:14	97	F	67%														ContiConnect	No alerts	None	110.0		110.0	psi	108.0
The Allen Company	Haul Division	DT 808		Truck		3	3LI	C100208	Gen2		11R24.5							2026-09-08 06:14	98	F	68%														ContiConnect	No alerts	None	110.0		111.0	psi	109.0
The Allen Company	Haul Division	DT 808		Truck		1	1R	C100209	Gen2		11R24.5							2026-09-08 06:14	99	F	69%														ContiConnect	Very low pressure	High	110.0		89.0	psi	87.0
The Allen Company	Haul Division	DT 808		Truck		4	4RO	C100210	Gen2		11R24.5							2026-09-08 06:14	70	F	70%														ContiConnect	No alerts	None	110.0			psi	
The Allen Company	Haul Division	DT 808		Truck		3	3RO	C100211	Gen2		11R24.5							2026-09-08 06:14	71	F	71%														ContiConnect	No alerts	None	110.0		113.0	psi	111.0
The Allen Company	Haul Division	DT 808		Truck		3	3RI	C100212	Gen2		11R24.5							2026-09-08 06:14	72	F	72%														ContiConnect	No current reading	None	110.0			psi	
The Allen Company	Haul Division	DT 808		Truck		4	4LI	C100213	Gen2		11R24.5							2026-09-08 06:14	73	F	73%														ContiConnect	No alerts	None	110.0			psi	
The Allen Company	Haul Division	DT 876		Truck		3	3RI	C100214	Gen2		11R24.5							2026-09-08 06:14	74	F	74%														ContiConnect	Multiple alerts	None	110.0			psi	
The Allen Company	Haul Division	DT 876		Truck		3	3LO	C100215	Gen2		11R24.5							2026-09-08 06:14	75	F	75%														ContiConnect	Low pressure	Medium	110.0		101.0	psi	99.0
The Allen Company	Haul Division	DT 876		Truck		4	4LI	C100216	Gen2		11R24.5							2026-09-08 06:14	76	F	76%														ContiConnect	Low pressure	Medium	110.0		100.0	psi	98.0
The Allen Company	Haul Division	DT 876		Truck		2	2L	C100217	Gen2		11R24.5							2026-09-08 06:14	77	F	77%														ContiConnect	No alerts	None	110.0			psi	
The Allen Company	Haul Division	DT 876		Truck		1	1L	C100218	Gen2		11R24.5							2026-09-08 06:14	78	F	78%														ContiConnect	Low pressure	Medium	110.0		98.0	psi	96.0
The Allen Company	Haul Division	DT 876		Truck		4	4RO	C100219	Gen2		11R24.5							2026-09-08 06:14	79	F	79%														ContiConnect	Very low pressure	High	110.0		43.0	psi	41.0
The Allen Company	Haul Division	DT 876		Truck		4	4LO	C100220	Gen2		11R24.5							2026-09-08 06:14	80	F	80%														ContiConnect	Low pressure	Medium	110.0		100.0	psi	98.0
The Allen Company	Haul Division	DT 876		Truck		3	3LI	C100221	Gen2		11R24.5							2026-09-08 06:14	81	F	81%														ContiConnect	Low pressure	Medium	110.0		98.0	psi	96.0
The Allen Company	Haul Division	DT 876		Truck		1	1R	C100222	Gen2		11R24.5							2026-09-08 06:14	82	F	82%														ContiConnect	Low pressure	Medium	110.0		103.0	psi	101.0
The Allen Company	Haul Division	DT 876		Truck		4	4RI	C100223	Gen2		11R24.5							2026-09-08 06:14	83	F	83%														ContiConnect	Low pressure	Medium	110.0		98.0	psi	96.0
The Allen Company	Haul Division	DT 876		Truck		2	2R	C100224	Gen2		11R24.5							2026-09-08 06:14	84	F	84%														ContiConnect	No alerts	None	110.0			psi	
The Allen Company	Haul Division	DT 876		Truck		3	3RO	C100225	Gen2		11R24.5							2026-09-08 06:14	85	F	85%														ContiConnect	No alerts	None	110.0		104.0	psi	102.0
The Allen Company	Haul Division	DT 887		Truck		1	1R	C100226	Gen2		11R24.5							2026-09-08 06:14	86	F	86%														ContiConnect	No alerts	None	110.0		133.0	psi	131.0
The Allen Company	Haul Division	DT 887		Truck		1	1L	C100227	Gen2		11R24.5							2026-09-08 06:14	87	F	87%														ContiConnect	No current reading	None	110.0			psi	
The Allen Company	Haul Division	DT 887		Truck		4	4RO	C100228	Gen2		11R24.5							2026-09-08 06:14	88	F	88%														ContiConnect	No alerts	None	110.0			psi	
The Allen Company	Haul Division	DT 887		Truck		3	3RO	C100229	Gen2		11R24.5							2026-09-08 06:14	89	F	89%														ContiConnect	No current reading	None	110.0			psi	
The Allen Company	Haul Division	DT 887		Truck		2	2L	C100230	Gen2		11R24.5							2026-09-08 06:14	90	F	90%														ContiConnect	No alerts	None	110.0			psi	
The Allen Company	Haul Division	DT 887		Truck		3	3RI	C100231	Gen2		11R24.5							2026-09-08 06:14	91	F	91%														ContiConnect	Multiple alerts	None	110.0			psi	
The Allen Company	Haul Division	DT 887		Truck		4	4LO	C100232	Gen2		11R24.5							2026-09-08 06:14	92	F	92%														ContiConnect	No alerts	None	110.0		115.0	psi	113.0
The Allen Company	Haul Division	DT 887		Truck		3	3LI	C100233	Gen2		11R24.5							2026-09-08 06:14	93	F	93%														ContiConnect	Multiple alerts	None	110.0			psi	
The Allen Company	Haul Division	DT 887		Truck		4	4LI	C100234	Gen2		11R24.5							2026-09-08 06:14	94	F	94%														ContiConnect	No current reading	None	110.0			psi	
The Allen Company	Haul Division	DT 887		Truck		4	4RI	C100235	Gen2		11R24.5							2026-09-08 06:14	95	F	95%														ContiConnect	Multiple alerts	None	110.0			psi	
The Allen Company	Haul Division	DT 887		Truck		3	3LO	C100236	Gen2		11R24.5							2026-09-08 06:14	96	F	96%														ContiConnect	No current reading	None	110.0			psi	
The Allen Company	Haul Division	DT 887		Truck		2	2R	C100237	Gen2		11R24.5							2026-09-08 06:14	97	F	97%														ContiConnect	No alerts	None	110.0			psi	
The Allen Company	Haul Division	T-674		Truck		1	1LI	C100238	Gen2		11R24.5							2026-09-08 06:14	98	F	98%														ContiConnect	No alerts	None	110.0			psi	
The Allen Company	Haul Division	T-674		Truck		2	2LO	C100239	Gen2		11R24.5							2026-09-08 06:14	99	F	99%														ContiConnect	Low pressure	Medium	110.0		102.0	psi	100.0
The Allen Company	Haul Division	T-674		Truck		1	1RO	C100240	Gen2		11R24.5							2026-09-08 06:14	70	F	60%														ContiConnect	Very low pressure	High	110.0		93.0	psi	91.0
The Allen Company	Haul Division	T-674		Truck		1	1RI	C100241	Gen2		11R24.5							2026-09-08 06:14	71	F	61%														ContiConnect	No alerts	None	110.0			psi	
The Allen Company	Haul Division	T-674		Truck		2	2LI	C100242	Gen2		11R24.5							2026-09-08 06:14	72	F	62%														ContiConnect	No alerts	None	110.0			psi	
The Allen Company	Haul Division	T-674		Truck		2	2RO	C100243	Gen2		11R24.5							2026-09-08 06:14	73	F	63%														ContiConnect	No pressure data	None	110.0			psi	
The Allen Company	Haul Division	T-674		Truck		2	2RI	C100244	Gen2		11R24.5							2026-09-08 06:14	74	F	64%														ContiConnect	No pressure data	None	110.0			psi	
The Allen Company	Haul Division	T-674		Truck		1	1LO	C100245	Gen2		11R24.5							2026-09-08 06:14	75	F	65%														ContiConnect	Very low pressure	High	110.0		93.0	psi	91.0
The Allen Company	Haul Division	DT 866		Truck		3	3RI	C100246	Gen2		11R24.5							2026-09-08 06:14	76	F	66%														ContiConnect	Low pressure	Medium	110.0		103.0	psi	101.0
The Allen Company	Haul Division	DT 866		Truck		3	3LI	C100247	Gen2		11R24.5							2026-09-08 06:14	77	F	67%														ContiConnect	No alerts	None	110.0			psi	
The Allen Company	Haul Division	DT 866		Truck		4	4LI	C100248	Gen2		11R24.5							2026-09-08 06:14	78	F	68%														ContiConnect	No alerts	None	110.0		109.0	psi	107.0
The Allen Company	Haul Division	DT 866		Truck		1	1L	C100249	Gen2		11R24.5							2026-09-08 06:14	79	F	69%														ContiConnect	No alerts	None	110.0			psi	
The Allen Company	Haul Division	DT 866		Truck		1	1R	C100250	Gen2		11R24.5							2026-09-08 06:14	80	F	70%														ContiConnect	No alerts	None	110.0			psi	
The Allen Company	Haul Division	DT 866		Truck		4	4RO	C100251	Gen2		11R24.5							2026-09-08 06:14	81	F	71%														ContiConnect	No alerts	None	110.0			psi	
The Allen Company	Haul Division	DT 866		Truck		4	4LO	C100252	Gen2		11R24.5							2026-09-08 06:14	82	F	72%														ContiConnect	No alerts	None	110.0			psi	
The Allen Company	Haul Division	DT 866		Truck		3	3LO	C100253	Gen2		11R24.5							2026-09-08 06:14	83	F	73%														ContiConnect	No alerts	None	110.0			psi	
The Allen Company	Haul Division	DT 866		Truck		4	4RI	C100254	Gen2		11R24.5							2026-09-08 06:14	84	F	74%														ContiConnect	No alerts	None	110.0		114.0	psi	112.0
The Allen Company	Haul Division	DT 866		Truck		2	2L	C100255	Gen2		11R24.5							2026-09-08 06:14	85	F	75%														ContiConnect	No alerts	None	110.0			psi	
The Allen Company	Haul Division	DT 866		Truck		3	3RO	C100256	Gen2		11R24.5							2026-09-08 06:14	86	F	76%														ContiConnect	No alerts	None	110.0			psi	
The Allen Company	Haul Division	DT 866		Truck		2	2R	C100257	Gen2		11R24.5							2026-09-08 06:14	87	F	77%														ContiConnect	No alerts	None	110.0			psi	
The Allen Company	Haul Division	DT 862		Truck		1	1R	C100258	Gen2		11R24.5							2026-09-08 06:14	88	F	78%														ContiConnect	No alerts	None	110.0		121.0	psi	119.0
The Allen Company	Haul Division	DT 862		Truck		4	4LO	C100259	Gen2		11R24.5							2026-09-08 06:14	89	F	79%														ContiConnect	No alerts	None	110.0		108.0	psi	106.0
The Allen Company	Haul Division	DT 862		Truck		2	2L	C100260	Gen2		11R24.5							2026-09-08 06:14	90	F	80%														ContiConnect	No alerts	None	110.0			psi	
The Allen Company	Haul Division	DT 862		Truck		3	3LO	C100261	Gen2		11R24.5							2026-09-08 06:14	91	F	81%														ContiConnect	No alerts	None	110.0		120.0	psi	118.0
The Allen Company	Haul Division	DT 862		Truck		3	3RO	C100262	Gen2		11R24.5							2026-09-08 06:14	92	F	82%														ContiConnect	No alerts	None	110.0		107.0	psi	105.0
The Allen Company	Haul Division	DT 862		Truck		4	4RI	C100263	Gen2		11R24.5							2026-09-08 06:14	93	F	83%														ContiConnect	No alerts	None	110.0			psi	
The Allen Company	Haul Division	DT 862		Truck		1	1L	C100264	Gen2		11R24.5							2026-09-08 06:14	94	F	84%														ContiConnect	No alerts	None	110.0		111.0	psi	109.0
The Allen Company	Haul Division	DT 862		Truck		4	4LI	C100265	Gen2		11R24.5							2026-09-08 06:14	95	F	85%														ContiConnect	No alerts	None	110.0			psi	
The Allen Company	Haul Division	DT 862		Truck		2	2R	C100266	Gen2		11R24.5							2026-09-08 06:14	96	F	86%														ContiConnect	No alerts	None	110.0			psi	
The Allen Company	Haul Division	DT 862		Truck		4	4RO	C100267	Gen2		11R24.5							2026-09-08 06:14	97	F	87%														ContiConnect	Low pressure	Medium	110.0		107.0	psi	105.0
The Allen Company	Haul Division	DT 862		Truck		3	3RI	C100268	Gen2		11R24.5							2026-09-08 06:14	98	F	88%														ContiConnect	No alerts	None	110.0			psi	
The Allen Company	Haul Division	DT 862		Truck		3	3LI	C100269	Gen2		11R24.5							2026-09-08 06:14	99	F	89%														ContiConnect	No alerts	None	110.0		122.0	psi	120.0
The Allen Company	Haul Division	DT-1811		Truck		4	4LI	C100270	Gen2		11R24.5							2026-09-08 06:14	70	F	90%														ContiConnect	No alerts	None	110.0		107.0	psi	105.0
The Allen Company	Haul Division	DT-1811		Truck		2	2L	C100271	Gen2		11R24.5							2026-09-08 06:14	71	F	91%														ContiConnect	No alerts	None	110.0		104.0	psi	102.0
The Allen Company	Haul Division	DT-1811		Truck		3	3LI	C100272	Gen2		11R24.5							2026-09-08 06:14	72	F	92%														ContiConnect	Low pressure	Medium	110.0		107.0	psi	105.0
The Allen Company	Haul Division	DT-1811		Truck		4	4RO	C100273	Gen2		11R24.5							2026-09-08 06:14	73	F	93%														ContiConnect	Low pressure	Medium	110.0		102.0	psi	100.0
The Allen Company	Haul Division	DT-1811		Truck		3	3RO	C100274	Gen2		11R24.5							2026-09-08 06:14	74	F	94%														ContiConnect	Sensor loose/flipped	None	110.0			psi	
The Allen Company	Haul Division	DT-1811		Truck		3	3RI	C100275	Gen2		11R24.5							2026-09-08 06:14	75	F	95%														ContiConnect	No alerts	None	110.0		108.0	psi	106.0
The Allen Company	Haul Division	DT-1811		Truck		3	3LO	C100276	Gen2		11R24.5							2026-09-08 06:14	76	F	96%														ContiConnect	Low pressure	Medium	110.0		105.0	psi	103.0
The Allen Company	Haul Division	DT-1811		Truck		1	1L	C100277	Gen2		11R24.5							2026-09-08 06:14	77	F	97%														ContiConnect	No alerts	None	110.0		112.0	psi	110.0
The Allen Company	Haul Division	DT-1811		Truck		4	4LO	C100278	Gen2		11R24.5							2026-09-08 06:14	78	F	98%														ContiConnect	Low pressure	Medium	110.0		105.0	psi	103.0
The Allen Company	Haul Division	DT-1811		Truck		1	1R	C100279	Gen2		11R24.5							2026-09-08 06:14	79	F	99%														ContiConnect	Low pressure	Medium	110.0		106.0	psi	104.0
The Allen Company	Haul Division	DT-1811		Truck		2	2R	C100280	Gen2		11R24.5							2026-09-08 06:14	80	F	60%														ContiConnect	No alerts	None	110.0		102.0	psi	100.0
The Allen Company	Haul Division	DT-1811		Truck		4	4RI	C100281	Gen2		11R24.5							2026-09-08 06:14	81	F	61%														ContiConnect	No alerts	None	110.0		107.0	psi	105.0
The Allen Company	Haul Division	DT 880		Truck		3	3RI	C100282	Gen2		11R24.5							2026-09-08 06:14	82	F	62%														ContiConnect	No current reading	None	110.0			psi	
The Allen Company	Haul Division	DT 880		Truck		3	3LO	C100283	Gen2		11R24.5							2026-09-08 06:14	83	F	63%														ContiConnect	No alerts	None	110.0		108.0	psi	106.0
The Allen Company	Haul Division	DT 880		Truck		4	4LO	C100284	Gen2		11R24.5							2026-09-08 06:14	84	F	64%														ContiConnect	No alerts	None	110.0		109.0	psi	107.0
The Allen Company	Haul Division	DT 880		Truck		4	4RI	C100285	Gen2		11R24.5							2026-09-08 06:14	85	F	65%														ContiConnect	No alerts	None	110.0		106.0	psi	104.0
The Allen Company	Haul Division	DT 880		Truck		3	3LI	C100286	Gen2		11R24.5							2026-09-08 06:14	86	F	66%														ContiConnect	No current reading	None	110.0			psi	
The Allen Company	Haul Division	DT 880		Truck		2	2L	C100287	Gen2		11R24.5							2026-09-08 06:14	87	F	67%														ContiConnect	No alerts	None	110.0			psi	
The Allen Company	Haul Division	DT 880		Truck		1	1L	C100288	Gen2		11R24.5							2026-09-08 06:14	88	F	68%														ContiConnect	Low pressure	Medium	110.0		93.0	psi	91.0
The Allen Company	Haul Division	DT 880		Truck		4	4LI	C100289	Gen2		11R24.5							2026-09-08 06:14	89	F	69%														ContiConnect	No alerts	None	110.0		108.0	psi	106.0
The Allen Company	Haul Division	DT 880		Truck		4	4RO	C100290	Gen2		11R24.5							2026-09-08 06:14	90	F	70%														ContiConnect	No alerts	None	110.0		107.0	psi	105.0
The Allen Company	Haul Division	DT 880		Truck		1	1R	C100291	Gen2		11R24.5							2026-09-08 06:14	91	F	71%														ContiConnect	Multiple alerts	None	110.0			psi	
The Allen Company	Haul Division	DT 880		Truck		3	3RO	C100292	Gen2		11R24.5							2026-09-08 06:14	92	F	72%														ContiConnect	No alerts	None	110.0		108.0	psi	106.0
The Allen Company	Haul Division	DT 880		Truck		2	2R	C100293	Gen2		11R24.5							2026-09-08 06:14	93	F	73%														ContiConnect	No alerts	None	110.0			psi	
The Allen Company	Haul Division	T 673		Truck		2	2RI	C100294	Gen2		11R24.5							2026-09-08 06:14	94	F	74%														ContiConnect	No alerts	None	110.0		102.0	psi	100.0
The Allen Company	Haul Division	T 673		Truck		1	1RO	C100295	Gen2		11R24.5							2026-09-08 06:14	95	F	75%														ContiConnect	Low pressure	Medium	110.0		102.0	psi	100.0
The Allen Company	Haul Division	T 673		Truck		2	2LO	C100296	Gen2		11R24.5							2026-09-08 06:14	96	F	76%														ContiConnect	No alerts	None	110.0			psi	
The Allen Company	Haul Division	T 673		Truck		2	2RO	C100297	Gen2		11R24.5							2026-09-08 06:14	97	F	77%														ContiConnect	Low pressure	Medium	110.0		98.0	psi	96.0
The Allen Company	Haul Division	T 673		Truck		1	1LO	C100298	Gen2		11R24.5							2026-09-08 06:14	98	F	78%														ContiConnect	No alerts	None	110.0			psi	
The Allen Company	Haul Division	T 673		Truck		1	1RI	C100299	Gen2		11R24.5							2026-09-08 06:14	99	F	79%														ContiConnect	Multiple alerts	None	110.0			psi	
The Allen Company	Haul Division	T 673		Truck		2	2LI	C100300	Gen2		11R24.5							2026-09-08 06:14	70	F	80%														ContiConnect	Low pressure	Medium	110.0		99.0	psi	97.0
The Allen Company	Haul Division	T 673		Truck		1	1LI	C100301	Gen2		11R24.5							2026-09-08 06:14	71	F	81%														ContiConnect	Low pressure	Medium	110.0		98.0	psi	96.0
The Allen Company	Haul Division	DT-1803		Truck		1	1R	C100302	Gen2		11R24.5							2026-09-08 06:14	72	F	82%														ContiConnect	No current reading	None	110.0			psi	
The Allen Company	Haul Division	DT-1803		Truck		3	3LO	C100303	Gen2		11R24.5							2026-09-08 06:14	73	F	83%														ContiConnect	Low pressure	Medium	110.0		119.0	psi	117.0
The Allen Company	Haul Division	DT-1803		Truck		3	3LI	C100304	Gen2		11R24.5							2026-09-08 06:14	74	F	84%														ContiConnect	No alerts	None	110.0		112.0	psi	110.0
The Allen Company	Haul Division	DT-1803		Truck		1	1L	C100305	Gen2		11R24.5							2026-09-08 06:14	75	F	85%														ContiConnect	No alerts	None	110.0		110.0	psi	108.0
The Allen Company	Haul Division	DT-1803		Truck		4	4LI	C100306	Gen2		11R24.5							2026-09-08 06:14	76	F	86%														ContiConnect	Sensor loose/flipped	None	110.0			psi	
The Allen Company	Haul Division	DT-1803		Truck		4	4RI	C100307	Gen2		11R24.5							2026-09-08 06:14	77	F	87%														ContiConnect	No alerts	None	110.0		113.0	psi	111.0
The Allen Company	Haul Division	DT-1803		Truck		3	3RO	C100308	Gen2		11R24.5							2026-09-08 06:14	78	F	88%														ContiConnect	No alerts	None	110.0			psi	
The Allen Company	Haul Division	DT-1803		Truck		2	2R	C100309	Gen2		11R24.5							2026-09-08 06:14	79	F	89%														ContiConnect	No alerts	None	110.0			psi	
